session_id,date,productSKU,category,channel,device,revenue
56416,2017-01-02,GGOE00200,Lifestyle,Paid Search,desktop,58.08
56540,2016-11-04,GGOE00296,Headgear,Organic Search,desktop,18.67
56633,2016-11-20,GGOE00205,Lifestyle,Paid Search,desktop,86.73
56637,2016-11-20,GGOE00217,Lifestyle,Organic Search,desktop,70.88
56748,2017-01-07,GGOE00259,Electronics Accessories,Organic Search,desktop,35.05
56813,2016-12-05,GGOE00211,Lifestyle,Referral,desktop,59.38
56842,2016-11-17,GGOE00299,Headgear,Direct,desktop,28.51
56950,2016-12-25,GGOE00202,Lifestyle,Referral,desktop,55.1
57024,2016-12-29,GGOE00296,Headgear,Paid Search,desktop,18.67
57060,2016-11-23,GGOE00294,Headgear,Paid Search,desktop,30.76
57157,2016-11-24,GGOE00182,Lifestyle,Organic Search,desktop,83.08
57263,2016-12-09,GGOE00283,Headgear,Paid Search,desktop,15.19
57308,2016-11-02,GGOE00145,Office,Organic Search,desktop,2.65
57309,2017-01-22,GGOE00318,Headgear,Direct,desktop,12.0
57325,2017-01-14,GGOE00106,Bags,Organic Search,desktop,85.21
57502,2017-01-13,GGOE00135,Bags,Social,desktop,117.84
57537,2017-01-07,GGOE00133,Bags,Organic Search,desktop,114.72
57606,2016-11-11,GGOE00361,Nest,Organic Search,desktop,206.13
57726,2016-12-26,GGOE00141,Bags,Direct,desktop,56.93
57852,2016-11-29,GGOE00090,Drinkware,Paid Search,desktop,5.95
57889,2016-12-10,GGOE00004,Apparel,Direct,desktop,26.41
58108,2017-01-06,GGOE00225,Lifestyle,Referral,desktop,59.82
58157,2016-11-14,GGOE00275,Electronics Accessories,Direct,desktop,33.55
58158,2017-01-09,GGOE00203,Lifestyle,Organic Search,desktop,11.25
58161,2016-12-01,GGOE00245,Electronics Accessories,Direct,desktop,30.82
58241,2017-01-22,GGOE00129,Bags,Organic Search,desktop,114.29
58378,2016-12-07,GGOE00274,Electronics Accessories,Organic Search,desktop,7.07
58393,2016-11-07,GGOE00132,Bags,Direct,desktop,39.87
58515,2016-11-14,GGOE00329,Headgear,Direct,mobile,28.26
58551,2017-01-17,GGOE00058,Drinkware,Paid Search,desktop,29.47
58580,2016-11-15,GGOE00182,Lifestyle,Organic Search,desktop,83.08
58672,2017-01-12,GGOE00006,Apparel,Direct,desktop,12.25
58774,2017-01-14,GGOE00321,Headgear,Paid Search,desktop,32.86
58884,2016-12-26,GGOE00245,Electronics Accessories,Direct,desktop,30.82
58888,2017-01-10,GGOE00240,Electronics Accessories,Affiliates,desktop,22.17
58969,2016-11-04,GGOE00351,Nest,Direct,desktop,79.78
59024,2016-11-12,GGOE00279,Electronics Accessories,Social,desktop,18.57
59121,2016-12-06,GGOE00324,Headgear,Direct,desktop,34.67
59354,2017-01-19,GGOE00261,Electronics Accessories,Organic Search,desktop,8.59
59365,2016-12-21,GGOE00042,Apparel,Organic Search,desktop,36.47
59383,2017-01-06,GGOE00282,Electronics Accessories,Organic Search,desktop,34.81
59465,2016-12-12,GGOE00107,Bags,Direct,desktop,49.1
59489,2017-01-15,GGOE00072,Drinkware,Organic Search,desktop,26.85
59538,2017-01-17,GGOE00111,Bags,Direct,desktop,26.62
59772,2017-01-09,GGOE00298,Headgear,Direct,desktop,12.98
59829,2016-11-18,GGOE00058,Drinkware,Organic Search,desktop,29.47
59862,2017-01-26,GGOE00249,Electronics Accessories,Organic Search,desktop,25.66
60109,2016-12-30,GGOE00075,Drinkware,Referral,desktop,26.13
60215,2017-01-31,GGOE00167,Office,Organic Search,desktop,8.36
60222,2016-12-27,GGOE00280,Electronics Accessories,Paid Search,tablet,5.7
60232,2016-12-09,GGOE00357,Nest,Organic Search,desktop,115.47
60319,2017-01-31,GGOE00275,Electronics Accessories,Direct,mobile,33.55
60424,2017-01-06,GGOE00031,Apparel,Referral,desktop,23.88
60476,2016-11-01,GGOE00102,Bags,Organic Search,mobile,67.61
60548,2016-12-26,GGOE00117,Bags,Direct,desktop,56.08
60607,2017-01-12,GGOE00187,Lifestyle,Direct,desktop,28.38
60794,2016-11-05,GGOE00156,Office,Paid Search,desktop,10.56
60899,2016-11-05,GGOE00204,Lifestyle,Referral,desktop,73.74
60935,2016-12-15,GGOE00240,Electronics Accessories,Organic Search,desktop,22.17
60976,2017-01-04,GGOE00195,Lifestyle,Direct,desktop,33.47
61071,2016-11-30,GGOE00180,Lifestyle,Organic Search,mobile,79.97
61075,2016-12-09,GGOE00106,Bags,Referral,desktop,85.21
61352,2017-01-10,GGOE00224,Lifestyle,Direct,desktop,62.22
61442,2016-11-07,GGOE00113,Bags,Paid Search,desktop,10.57
61535,2017-01-20,GGOE00258,Electronics Accessories,Direct,desktop,6.26
61714,2016-11-05,GGOE00202,Lifestyle,Organic Search,desktop,55.1
61750,2016-12-30,GGOE00135,Bags,Organic Search,desktop,117.84
61926,2016-12-21,GGOE00144,Office,Direct,desktop,23.15
62055,2017-01-27,GGOE00107,Bags,Organic Search,desktop,49.1
62077,2017-01-18,GGOE00142,Bags,Referral,desktop,106.6
62246,2016-11-28,GGOE00060,Drinkware,Referral,desktop,20.13
62329,2016-12-29,GGOE00182,Lifestyle,Organic Search,desktop,83.08
62711,2016-12-22,GGOE00333,Nest,Direct,desktop,241.28
62737,2016-11-08,GGOE00131,Bags,Organic Search,desktop,47.41
62814,2017-01-22,GGOE00003,Apparel,Affiliates,desktop,22.81
62845,2016-11-28,GGOE00305,Headgear,Paid Search,desktop,8.9
62861,2016-12-24,GGOE00361,Nest,Organic Search,desktop,206.13
62941,2017-01-18,GGOE00022,Apparel,Organic Search,desktop,41.4
62978,2016-12-22,GGOE00158,Office,Organic Search,desktop,2.22
63032,2016-11-02,GGOE00244,Electronics Accessories,Organic Search,desktop,8.62
63036,2016-12-30,GGOE00357,Nest,Direct,desktop,115.47
63063,2017-01-01,GGOE00339,Nest,Organic Search,desktop,228.94
63104,2016-12-22,GGOE00329,Headgear,Organic Search,desktop,28.26
63109,2017-01-27,GGOE00197,Lifestyle,Direct,desktop,52.15
63136,2016-11-03,GGOE00066,Drinkware,Organic Search,desktop,15.06
63164,2016-12-01,GGOE00244,Electronics Accessories,Direct,desktop,8.62
63172,2017-01-27,GGOE00066,Drinkware,Paid Search,desktop,15.06
63208,2017-01-09,GGOE00046,Apparel,Organic Search,desktop,16.39
63271,2016-12-07,GGOE00140,Bags,Direct,desktop,73.87
63333,2016-12-10,GGOE00232,Electronics Accessories,Organic Search,desktop,9.78
63340,2016-12-26,GGOE00104,Bags,Direct,desktop,47.86
63351,2016-12-05,GGOE00071,Drinkware,Referral,desktop,12.51
63384,2017-01-22,GGOE00099,Bags,Organic Search,desktop,116.39
63401,2017-01-01,GGOE00217,Lifestyle,Organic Search,desktop,70.88
63408,2016-11-21,GGOE00310,Headgear,Organic Search,desktop,27.48
63424,2016-11-16,GGOE00317,Headgear,Organic Search,desktop,34.81
63459,2016-12-26,GGOE00244,Electronics Accessories,Referral,desktop,8.62
63478,2016-11-09,GGOE00049,Apparel,Direct,desktop,53.82
63682,2016-12-14,GGOE00253,Electronics Accessories,Referral,desktop,22.21
63717,2017-01-26,GGOE00331,Headgear,Organic Search,desktop,32.69
63739,2017-01-04,GGOE00050,Apparel,Organic Search,desktop,29.34
63802,2016-12-28,GGOE00056,Drinkware,Organic Search,desktop,25.41
63809,2017-01-24,GGOE00354,Nest,Direct,desktop,170.06
63836,2016-11-29,GGOE00120,Bags,Organic Search,desktop,79.13
63878,2017-01-08,GGOE00313,Headgear,Organic Search,desktop,32.83
63917,2016-12-20,GGOE00272,Electronics Accessories,Direct,mobile,18.77
63960,2016-11-09,GGOE00014,Apparel,Paid Search,desktop,36.22
64095,2016-11-01,GGOE00206,Lifestyle,Organic Search,desktop,78.03
64104,2016-12-27,GGOE00062,Drinkware,Paid Search,desktop,21.91
64131,2017-01-29,GGOE00134,Bags,Organic Search,mobile,58.89
64190,2016-11-02,GGOE00119,Bags,Direct,desktop,11.57
64203,2017-01-20,GGOE00216,Lifestyle,Referral,desktop,18.59
64432,2017-01-12,GGOE00017,Apparel,Organic Search,desktop,50.05
64448,2016-11-23,GGOE00114,Bags,Paid Search,tablet,92.83
64555,2016-11-01,GGOE00018,Apparel,Direct,desktop,41.86
64841,2016-11-05,GGOE00195,Lifestyle,Organic Search,desktop,33.47
64892,2016-12-08,GGOE00280,Electronics Accessories,Paid Search,desktop,5.7
64968,2016-11-08,GGOE00360,Nest,Direct,desktop,178.04
64996,2016-11-17,GGOE00065,Drinkware,Referral,desktop,10.99
65011,2016-11-18,GGOE00193,Lifestyle,Organic Search,desktop,63.59
65266,2016-11-20,GGOE00094,Drinkware,Referral,desktop,13.05
65340,2016-12-01,GGOE00351,Nest,Organic Search,desktop,79.78
65426,2016-12-25,GGOE00056,Drinkware,Social,desktop,25.41
65680,2017-01-07,GGOE00131,Bags,Organic Search,desktop,47.41
65777,2016-11-23,GGOE00137,Bags,Affiliates,desktop,67.33
65798,2017-01-29,GGOE00357,Nest,Referral,desktop,115.47
65877,2016-11-24,GGOE00004,Apparel,Referral,desktop,26.41
65882,2017-01-19,GGOE00025,Apparel,Organic Search,desktop,36.71
65948,2016-12-06,GGOE00342,Nest,Direct,desktop,297.84
65980,2017-01-13,GGOE00071,Drinkware,Direct,desktop,12.51
66018,2017-01-29,GGOE00253,Electronics Accessories,Organic Search,desktop,22.21
66118,2016-12-05,GGOE00080,Drinkware,Direct,desktop,9.81
66121,2016-11-14,GGOE00285,Headgear,Organic Search,desktop,28.2
66138,2016-12-24,GGOE00055,Drinkware,Referral,desktop,8.75
66457,2016-11-26,GGOE00329,Headgear,Organic Search,desktop,28.26
66473,2016-11-21,GGOE00294,Headgear,Paid Search,desktop,30.76
66517,2016-12-10,GGOE00247,Electronics Accessories,Organic Search,desktop,18.83
66567,2016-11-11,GGOE00089,Drinkware,Paid Search,desktop,10.99
66600,2017-01-09,GGOE00244,Electronics Accessories,Referral,desktop,8.62
66695,2017-01-07,GGOE00193,Lifestyle,Organic Search,desktop,63.59
66770,2016-12-29,GGOE00044,Apparel,Direct,desktop,42.71
66789,2016-11-20,GGOE00163,Office,Referral,desktop,15.49
66796,2017-01-02,GGOE00057,Drinkware,Organic Search,desktop,14.49
66948,2016-11-20,GGOE00138,Bags,Organic Search,desktop,108.62
67033,2016-11-01,GGOE00242,Electronics Accessories,Organic Search,desktop,7.25
67117,2016-12-18,GGOE00230,Lifestyle,Referral,desktop,79.12
67133,2016-11-02,GGOE00168,Office,Referral,desktop,24.07
67168,2016-12-14,GGOE00158,Office,Organic Search,desktop,2.22
67224,2016-12-08,GGOE00310,Headgear,Organic Search,desktop,27.48
67391,2016-12-31,GGOE00284,Headgear,Direct,desktop,22.48
67399,2016-11-22,GGOE00170,Office,Direct,desktop,16.07
67430,2016-11-30,GGOE00271,Electronics Accessories,Direct,desktop,40.12
67499,2017-01-14,GGOE00167,Office,Social,desktop,8.36
67501,2017-01-12,GGOE00160,Office,Organic Search,desktop,22.97
67591,2017-01-18,GGOE00262,Electronics Accessories,Referral,desktop,8.49
67750,2017-01-19,GGOE00293,Headgear,Referral,desktop,33.36
67770,2016-12-31,GGOE00282,Electronics Accessories,Organic Search,desktop,34.81
67869,2016-12-20,GGOE00192,Lifestyle,Referral,desktop,21.61
67972,2017-01-16,GGOE00068,Drinkware,Organic Search,desktop,29.2
67973,2016-12-31,GGOE00125,Bags,Referral,desktop,31.84
68024,2016-12-05,GGOE00248,Electronics Accessories,Paid Search,desktop,18.61
68034,2016-11-26,GGOE00285,Headgear,Organic Search,desktop,28.2
68095,2017-01-08,GGOE00233,Electronics Accessories,Organic Search,desktop,4.12
68100,2016-12-31,GGOE00337,Nest,Referral,desktop,127.45
68341,2017-01-14,GGOE00114,Bags,Referral,desktop,92.83
68449,2016-11-11,GGOE00244,Electronics Accessories,Direct,desktop,8.62
68523,2017-01-04,GGOE00130,Bags,Organic Search,mobile,73.07
68601,2016-12-20,GGOE00191,Lifestyle,Referral,desktop,56.41
68602,2016-12-15,GGOE00323,Headgear,Organic Search,desktop,10.48
68604,2017-01-12,GGOE00118,Bags,Organic Search,desktop,99.68
68624,2016-12-14,GGOE00030,Apparel,Referral,desktop,35.85
68670,2016-11-18,GGOE00207,Lifestyle,Direct,mobile,12.16
68686,2016-12-03,GGOE00284,Headgear,Organic Search,desktop,22.48
68815,2016-11-09,GGOE00148,Office,Direct,desktop,23.82
68864,2017-01-13,GGOE00243,Electronics Accessories,Direct,desktop,18.98
68886,2016-12-13,GGOE00054,Drinkware,Direct,mobile,13.08
69031,2016-11-27,GGOE00279,Electronics Accessories,Direct,desktop,18.57
69060,2016-12-19,GGOE00240,Electronics Accessories,Affiliates,tablet,22.17
69077,2017-01-03,GGOE00156,Office,Organic Search,desktop,10.56
69098,2017-01-14,GGOE00003,Apparel,Direct,desktop,22.81
69299,2016-11-14,GGOE00170,Office,Organic Search,desktop,16.07
69575,2017-01-01,GGOE00317,Headgear,Organic Search,desktop,34.81
69584,2017-01-31,GGOE00061,Drinkware,Organic Search,desktop,20.95
69602,2016-11-05,GGOE00248,Electronics Accessories,Referral,desktop,18.61
69711,2016-11-22,GGOE00338,Nest,Organic Search,mobile,127.06
69744,2016-11-04,GGOE00353,Nest,Direct,mobile,264.12
69755,2016-12-02,GGOE00199,Lifestyle,Paid Search,desktop,61.96
69798,2016-11-30,GGOE00059,Drinkware,Social,desktop,19.75
69821,2016-11-22,GGOE00175,Office,Direct,desktop,19.34
69885,2016-12-02,GGOE00106,Bags,Organic Search,desktop,85.21
69887,2017-01-11,GGOE00143,Office,Organic Search,desktop,10.88
69899,2017-01-31,GGOE00061,Drinkware,Organic Search,mobile,20.95
69981,2017-01-28,GGOE00162,Office,Direct,desktop,3.7
70060,2016-12-27,GGOE00258,Electronics Accessories,Organic Search,desktop,6.26
70353,2016-12-19,GGOE00163,Office,Direct,desktop,15.49
70377,2016-11-28,GGOE00235,Electronics Accessories,Direct,desktop,12.02
70404,2016-12-04,GGOE00183,Lifestyle,Referral,desktop,11.83
70457,2017-01-01,GGOE00247,Electronics Accessories,Direct,desktop,18.83
70518,2017-01-01,GGOE00181,Lifestyle,Referral,desktop,50.91
70593,2016-12-05,GGOE00129,Bags,Direct,desktop,114.29
70703,2016-11-28,GGOE00118,Bags,Direct,desktop,99.68
70783,2016-12-04,GGOE00114,Bags,Referral,desktop,92.83
70836,2016-12-20,GGOE00040,Apparel,Organic Search,desktop,24.84
70879,2016-12-02,GGOE00115,Bags,Organic Search,desktop,99.16
70901,2017-01-12,GGOE00170,Office,Direct,desktop,16.07
71082,2017-01-10,GGOE00169,Office,Organic Search,tablet,12.18
71101,2017-01-24,GGOE00030,Apparel,Direct,desktop,35.85
71106,2017-01-12,GGOE00229,Lifestyle,Organic Search,desktop,67.21
71107,2017-01-04,GGOE00154,Office,Organic Search,desktop,24.32
71444,2016-11-29,GGOE00072,Drinkware,Organic Search,desktop,26.85
71456,2016-11-19,GGOE00145,Office,Direct,mobile,2.65
71627,2016-11-25,GGOE00090,Drinkware,Direct,desktop,5.95
71751,2017-01-20,GGOE00211,Lifestyle,Direct,tablet,59.38
71765,2017-01-11,GGOE00334,Nest,Organic Search,desktop,65.9
71842,2017-01-17,GGOE00028,Apparel,Referral,desktop,42.2
71864,2017-01-07,GGOE00345,Nest,Paid Search,desktop,110.64
71923,2016-12-19,GGOE00029,Apparel,Direct,desktop,36.68
72166,2017-01-15,GGOE00029,Apparel,Organic Search,desktop,36.68
72251,2016-12-06,GGOE00198,Lifestyle,Referral,desktop,74.55
72295,2016-12-30,GGOE00037,Apparel,Referral,desktop,12.18
72332,2016-12-22,GGOE00228,Lifestyle,Referral,desktop,34.83
72374,2016-12-12,GGOE00244,Electronics Accessories,Direct,desktop,8.62
72394,2016-11-15,GGOE00324,Headgear,Referral,desktop,34.67
72565,2017-01-13,GGOE00036,Apparel,Organic Search,desktop,29.74
72577,2016-11-03,GGOE00323,Headgear,Social,desktop,10.48
72754,2017-01-15,GGOE00128,Bags,Organic Search,desktop,48.07
73004,2017-01-13,GGOE00213,Lifestyle,Paid Search,desktop,33.73
73084,2017-01-26,GGOE00241,Electronics Accessories,Organic Search,desktop,30.6
73144,2016-11-21,GGOE00239,Electronics Accessories,Organic Search,desktop,13.62
73189,2016-11-21,GGOE00065,Drinkware,Organic Search,desktop,10.99
73220,2016-11-11,GGOE00311,Headgear,Direct,desktop,18.3
73593,2016-11-29,GGOE00313,Headgear,Paid Search,desktop,32.83
73610,2017-01-25,GGOE00247,Electronics Accessories,Direct,desktop,18.83
73647,2017-01-18,GGOE00302,Headgear,Direct,desktop,20.01
73662,2016-11-11,GGOE00248,Electronics Accessories,Referral,desktop,18.61
73738,2016-11-26,GGOE00014,Apparel,Referral,desktop,36.22
73790,2016-11-27,GGOE00142,Bags,Paid Search,desktop,106.6
73855,2017-01-22,GGOE00204,Lifestyle,Organic Search,desktop,73.74
74051,2016-11-02,GGOE00241,Electronics Accessories,Referral,desktop,30.6
74085,2016-12-06,GGOE00049,Apparel,Referral,desktop,53.82
74122,2017-01-29,GGOE00142,Bags,Referral,desktop,106.6
74133,2017-01-19,GGOE00344,Nest,Referral,mobile,278.08
74170,2016-12-16,GGOE00151,Office,Direct,desktop,17.24
74349,2016-11-05,GGOE00164,Office,Organic Search,desktop,12.5
74376,2016-11-04,GGOE00072,Drinkware,Social,desktop,26.85
74393,2016-12-30,GGOE00235,Electronics Accessories,Organic Search,desktop,12.02
74481,2016-11-20,GGOE00250,Electronics Accessories,Social,mobile,12.03
74544,2017-01-10,GGOE00283,Headgear,Referral,desktop,15.19
74552,2017-01-08,GGOE00335,Nest,Direct,desktop,167.35
74564,2017-01-21,GGOE00261,Electronics Accessories,Display,desktop,8.59
74731,2016-11-21,GGOE00009,Apparel,Paid Search,desktop,34.46
74742,2016-12-11,GGOE00324,Headgear,Direct,desktop,34.67
74780,2017-01-13,GGOE00312,Headgear,Referral,desktop,30.43
74972,2017-01-25,GGOE00104,Bags,Organic Search,desktop,47.86
74998,2017-01-12,GGOE00132,Bags,Direct,mobile,39.87
75004,2016-12-23,GGOE00119,Bags,Organic Search,desktop,11.57
75148,2017-01-20,GGOE00030,Apparel,Organic Search,desktop,35.85
75183,2017-01-17,GGOE00147,Office,Organic Search,desktop,13.47
75281,2017-01-31,GGOE00293,Headgear,Referral,desktop,33.36
75304,2017-01-31,GGOE00319,Headgear,Referral,mobile,27.24
75356,2016-11-01,GGOE00279,Electronics Accessories,Organic Search,desktop,18.57
75405,2016-11-29,GGOE00082,Drinkware,Organic Search,desktop,18.81
75410,2017-01-29,GGOE00126,Bags,Organic Search,desktop,49.94
75474,2016-11-09,GGOE00176,Office,Organic Search,desktop,20.57
75484,2016-11-26,GGOE00225,Lifestyle,Organic Search,desktop,59.82
75526,2017-01-15,GGOE00072,Drinkware,Paid Search,desktop,26.85
75530,2017-01-25,GGOE00283,Headgear,Direct,desktop,15.19
75585,2016-12-02,GGOE00138,Bags,Paid Search,desktop,108.62
75619,2016-11-17,GGOE00095,Drinkware,Direct,desktop,23.78
75626,2016-11-30,GGOE00139,Bags,Direct,tablet,91.7
75629,2017-01-03,GGOE00040,Apparel,Organic Search,desktop,24.84
75834,2016-12-17,GGOE00117,Bags,Organic Search,desktop,56.08
75910,2017-01-22,GGOE00222,Lifestyle,Direct,desktop,57.97
76121,2016-11-16,GGOE00091,Drinkware,Referral,desktop,26.91
76225,2016-12-17,GGOE00193,Lifestyle,Direct,desktop,63.59
76279,2017-01-16,GGOE00098,Bags,Organic Search,mobile,23.52
76377,2016-12-13,GGOE00306,Headgear,Organic Search,mobile,30.8
76446,2016-11-12,GGOE00011,Apparel,Referral,desktop,25.36
76517,2017-01-13,GGOE00021,Apparel,Referral,desktop,19.69
76606,2017-01-21,GGOE00183,Lifestyle,Organic Search,desktop,11.83
76649,2017-01-22,GGOE00166,Office,Organic Search,tablet,16.82
76752,2016-12-10,GGOE00321,Headgear,Organic Search,desktop,32.86
76784,2016-12-02,GGOE00250,Electronics Accessories,Organic Search,desktop,12.03
76836,2017-01-30,GGOE00125,Bags,Organic Search,desktop,31.84
76885,2016-11-28,GGOE00186,Lifestyle,Direct,desktop,28.73
76906,2016-12-22,GGOE00145,Office,Referral,desktop,2.65
77023,2016-11-23,GGOE00202,Lifestyle,Organic Search,desktop,55.1
77050,2017-01-06,GGOE00349,Nest,Referral,mobile,57.26
77106,2016-12-19,GGOE00157,Office,Paid Search,desktop,5.87
77112,2017-01-27,GGOE00147,Office,Organic Search,desktop,13.47
77127,2017-01-01,GGOE00278,Electronics Accessories,Organic Search,desktop,31.32
77197,2016-12-20,GGOE00004,Apparel,Referral,mobile,26.41
77421,2016-12-06,GGOE00245,Electronics Accessories,Paid Search,desktop,30.82
77530,2016-12-11,GGOE00207,Lifestyle,Organic Search,desktop,12.16
77541,2017-01-21,GGOE00359,Nest,Organic Search,desktop,119.74
77681,2016-11-06,GGOE00243,Electronics Accessories,Paid Search,desktop,18.98
77859,2017-01-17,GGOE00093,Drinkware,Social,desktop,18.69
77897,2016-11-12,GGOE00148,Office,Direct,desktop,23.82
77918,2016-12-31,GGOE00015,Apparel,Direct,desktop,38.57
77952,2016-12-13,GGOE00172,Office,Referral,desktop,5.41
78120,2016-11-25,GGOE00277,Electronics Accessories,Social,desktop,37.68
78373,2016-12-02,GGOE00041,Apparel,Referral,desktop,54.26
78472,2017-01-05,GGOE00086,Drinkware,Organic Search,desktop,19.24
78685,2017-01-08,GGOE00266,Electronics Accessories,Direct,desktop,15.87
78856,2017-01-01,GGOE00222,Lifestyle,Paid Search,desktop,57.97
78967,2016-12-02,GGOE00234,Electronics Accessories,Organic Search,desktop,30.33
79070,2017-01-06,GGOE00065,Drinkware,Organic Search,desktop,10.99
79210,2016-11-05,GGOE00271,Electronics Accessories,Direct,desktop,40.12
79240,2016-12-13,GGOE00023,Apparel,Organic Search,desktop,14.11
79261,2016-11-25,GGOE00235,Electronics Accessories,Direct,desktop,12.02
79361,2016-12-10,GGOE00334,Nest,Organic Search,desktop,65.9
79462,2016-11-13,GGOE00135,Bags,Referral,desktop,117.84
79509,2016-12-28,GGOE00355,Nest,Referral,desktop,94.93
79517,2016-12-26,GGOE00093,Drinkware,Direct,desktop,18.69
79579,2016-12-09,GGOE00189,Lifestyle,Organic Search,desktop,54.5
79594,2016-11-30,GGOE00298,Headgear,Organic Search,desktop,12.98
79613,2016-11-20,GGOE00152,Office,Organic Search,desktop,18.21
79690,2016-12-01,GGOE00139,Bags,Social,desktop,91.7
79701,2016-12-20,GGOE00324,Headgear,Organic Search,desktop,34.67
79741,2016-12-31,GGOE00342,Nest,Direct,desktop,297.84
79949,2016-11-05,GGOE00319,Headgear,Paid Search,desktop,27.24
79970,2017-01-03,GGOE00001,Apparel,Direct,desktop,55.07
80050,2017-01-30,GGOE00165,Office,Direct,desktop,15.27
80074,2017-01-03,GGOE00278,Electronics Accessories,Direct,desktop,31.32
80129,2016-12-02,GGOE00299,Headgear,Direct,desktop,28.51
80139,2017-01-30,GGOE00290,Headgear,Social,desktop,25.4
80208,2017-01-08,GGOE00213,Lifestyle,Referral,desktop,33.73
80457,2016-11-28,GGOE00193,Lifestyle,Referral,desktop,63.59
80503,2016-11-05,GGOE00054,Drinkware,Organic Search,desktop,13.08
80582,2017-01-11,GGOE00002,Apparel,Direct,mobile,49.23
80703,2016-12-02,GGOE00252,Electronics Accessories,Direct,desktop,16.85
80712,2017-01-25,GGOE00218,Lifestyle,Direct,desktop,80.37
80911,2017-01-04,GGOE00051,Apparel,Organic Search,desktop,40.71
81072,2016-11-08,GGOE00286,Headgear,Referral,desktop,32.21
81074,2016-11-16,GGOE00136,Bags,Paid Search,desktop,66.71
81088,2016-11-09,GGOE00351,Nest,Organic Search,desktop,79.78
81093,2016-12-04,GGOE00030,Apparel,Referral,desktop,35.85
81096,2017-01-02,GGOE00235,Electronics Accessories,Referral,desktop,12.02
81110,2016-12-04,GGOE00065,Drinkware,Social,desktop,10.99
81140,2016-12-23,GGOE00221,Lifestyle,Direct,desktop,60.38
81206,2016-11-07,GGOE00192,Lifestyle,Direct,desktop,21.61
81225,2016-11-19,GGOE00207,Lifestyle,Referral,desktop,12.16
81298,2017-01-10,GGOE00302,Headgear,Direct,desktop,20.01
81330,2016-11-05,GGOE00117,Bags,Organic Search,desktop,56.08
81391,2017-01-21,GGOE00235,Electronics Accessories,Direct,mobile,12.02
81470,2016-11-12,GGOE00015,Apparel,Paid Search,desktop,38.57
81582,2016-12-30,GGOE00126,Bags,Organic Search,desktop,49.94
81648,2016-11-11,GGOE00003,Apparel,Display,desktop,22.81
81921,2016-11-29,GGOE00268,Electronics Accessories,Organic Search,tablet,29.04
81928,2016-12-26,GGOE00237,Electronics Accessories,Direct,desktop,42.68
82026,2016-11-23,GGOE00104,Bags,Direct,desktop,47.86
82100,2017-01-02,GGOE00157,Office,Organic Search,mobile,5.87
82111,2017-01-21,GGOE00121,Bags,Referral,desktop,97.23
82307,2016-12-28,GGOE00198,Lifestyle,Direct,desktop,74.55
82313,2017-01-09,GGOE00117,Bags,Direct,desktop,56.08
82315,2017-01-26,GGOE00356,Nest,Organic Search,desktop,216.47
82369,2017-01-24,GGOE00361,Nest,Organic Search,desktop,206.13
82431,2016-12-28,GGOE00267,Electronics Accessories,Referral,desktop,37.98
82527,2017-01-25,GGOE00082,Drinkware,Referral,desktop,18.81
82756,2016-11-01,GGOE00245,Electronics Accessories,Organic Search,desktop,30.82
82774,2016-11-26,GGOE00006,Apparel,Paid Search,mobile,12.25
82805,2016-12-16,GGOE00176,Office,Direct,desktop,20.57
82810,2016-12-11,GGOE00287,Headgear,Organic Search,desktop,11.4
82917,2017-01-25,GGOE00290,Headgear,Organic Search,desktop,25.4
83041,2016-11-25,GGOE00245,Electronics Accessories,Referral,desktop,30.82
83096,2017-01-31,GGOE00253,Electronics Accessories,Referral,desktop,22.21
83140,2017-01-04,GGOE00358,Nest,Referral,desktop,180.73
83355,2017-01-23,GGOE00073,Drinkware,Referral,desktop,21.56
83370,2016-12-06,GGOE00076,Drinkware,Display,desktop,28.62
83486,2017-01-18,GGOE00110,Bags,Organic Search,mobile,110.01
83725,2017-01-26,GGOE00245,Electronics Accessories,Direct,desktop,30.82
83781,2016-12-04,GGOE00052,Apparel,Affiliates,desktop,14.84
83799,2016-11-11,GGOE00323,Headgear,Organic Search,desktop,10.48
83866,2017-01-07,GGOE00324,Headgear,Direct,desktop,34.67
83868,2016-12-19,GGOE00166,Office,Organic Search,desktop,16.82
83913,2017-01-28,GGOE00308,Headgear,Referral,desktop,18.46
83992,2017-01-01,GGOE00007,Apparel,Organic Search,desktop,51.42
84029,2016-11-27,GGOE00295,Headgear,Direct,desktop,28.98
84133,2016-11-02,GGOE00314,Headgear,Direct,desktop,18.46
84134,2016-12-28,GGOE00306,Headgear,Organic Search,desktop,30.8
84254,2016-11-14,GGOE00219,Lifestyle,Direct,desktop,24.18
84282,2016-12-07,GGOE00183,Lifestyle,Organic Search,desktop,11.83
84658,2017-01-23,GGOE00233,Electronics Accessories,Organic Search,desktop,4.12
84679,2016-11-18,GGOE00135,Bags,Organic Search,desktop,117.84
84693,2017-01-26,GGOE00294,Headgear,Direct,desktop,30.76
84785,2017-01-30,GGOE00136,Bags,Paid Search,mobile,66.71
84906,2017-01-28,GGOE00096,Drinkware,Paid Search,tablet,5.63
84911,2017-01-13,GGOE00158,Office,Paid Search,desktop,2.22
84981,2016-11-22,GGOE00063,Drinkware,Display,desktop,8.77
85158,2017-01-24,GGOE00232,Electronics Accessories,Social,tablet,9.78
85210,2016-12-03,GGOE00215,Lifestyle,Organic Search,desktop,73.36
85378,2017-01-06,GGOE00081,Drinkware,Organic Search,desktop,28.2
