session_id,hitNumber,hit_type,eCommerceAction_action_type,productSKU,v2ProductCategory,productPrice
72395,1,EVENT,2,GGOE00009,Apparel,34.46
72396,1,EVENT,2,GGOE00012,Apparel,24.23
72399,1,EVENT,2,GGOE00081,Drinkware,28.2
72401,1,EVENT,2,GGOE00265,Electronics Accessories,14.31
72402,1,EVENT,2,GGOE00299,Headgear,28.51
72404,1,EVENT,2,GGOE00157,Office,5.87
72406,1,EVENT,2,GGOE00179,Lifestyle,73.77
72406,2,EVENT,3,GGOE00179,Lifestyle,73.77
72407,1,EVENT,2,GGOE00147,Office,13.47
72408,1,EVENT,2,GGOE00163,Office,15.49
72409,1,EVENT,2,GGOE00041,Apparel,54.26
72410,1,EVENT,2,GGOE00024,Apparel,13.71
72413,1,EVENT,2,GGOE00301,Headgear,27.47
72414,1,EVENT,2,GGOE00040,Apparel,24.84
72415,1,EVENT,2,GGOE00152,Office,18.21
72417,1,EVENT,2,GGOE00006,Apparel,12.25
72420,1,EVENT,2,GGOE00091,Drinkware,26.91
72421,1,EVENT,2,GGOE00184,Lifestyle,10.48
72428,1,EVENT,2,GGOE00208,Lifestyle,35.77
72430,1,EVENT,2,GGOE00317,Headgear,34.81
72431,1,EVENT,2,GGOE00246,Electronics Accessories,37.88
72433,1,EVENT,2,GGOE00130,Bags,73.07
72434,1,EVENT,2,GGOE00186,Lifestyle,28.73
72436,1,EVENT,2,GGOE00343,Nest,271.17
72438,1,EVENT,2,GGOE00063,Drinkware,8.77
72442,1,EVENT,2,GGOE00284,Headgear,22.48
72445,1,EVENT,2,GGOE00135,Bags,117.84
72446,1,EVENT,2,GGOE00030,Apparel,35.85
72448,1,EVENT,2,GGOE00094,Drinkware,13.05
72449,1,EVENT,2,GGOE00328,Headgear,20.05
72450,1,EVENT,2,GGOE00301,Headgear,27.47
72451,1,EVENT,2,GGOE00220,Lifestyle,55.04
72452,1,EVENT,2,GGOE00228,Lifestyle,34.83
72453,1,EVENT,2,GGOE00083,Drinkware,9.51
72463,1,EVENT,2,GGOE00032,Apparel,12.57
72464,1,EVENT,2,GGOE00119,Bags,11.57
72465,1,EVENT,2,GGOE00132,Bags,39.87
72466,1,EVENT,2,GGOE00305,Headgear,8.9
72467,1,EVENT,2,GGOE00041,Apparel,54.26
72468,1,EVENT,2,GGOE00130,Bags,73.07
72472,1,EVENT,2,GGOE00094,Drinkware,13.05
72473,1,EVENT,2,GGOE00239,Electronics Accessories,13.62
72474,1,EVENT,2,GGOE00274,Electronics Accessories,7.07
72475,1,EVENT,2,GGOE00135,Bags,117.84
72476,1,EVENT,2,GGOE00300,Headgear,28.46
72477,1,EVENT,2,GGOE00009,Apparel,34.46
72478,1,EVENT,2,GGOE00210,Lifestyle,17.24
72479,1,EVENT,2,GGOE00272,Electronics Accessories,18.77
72480,1,EVENT,2,GGOE00113,Bags,10.57
72481,1,EVENT,2,GGOE00060,Drinkware,20.13
72483,1,EVENT,2,GGOE00212,Lifestyle,73.39
72483,2,EVENT,3,GGOE00212,Lifestyle,73.39
72486,1,EVENT,2,GGOE00056,Drinkware,25.41
72488,1,EVENT,2,GGOE00157,Office,5.87
72489,1,EVENT,2,GGOE00037,Apparel,12.18
72492,1,EVENT,2,GGOE00148,Office,23.82
72493,1,EVENT,2,GGOE00264,Electronics Accessories,41.07
72495,1,EVENT,2,GGOE00249,Electronics Accessories,25.66
72497,1,EVENT,2,GGOE00192,Lifestyle,21.61
72498,1,EVENT,2,GGOE00128,Bags,48.07
72503,1,EVENT,2,GGOE00261,Electronics Accessories,8.59
72504,1,EVENT,2,GGOE00223,Lifestyle,15.89
72505,1,EVENT,2,GGOE00022,Apparel,41.4
72506,1,EVENT,2,GGOE00178,Office,3.72
72507,1,EVENT,2,GGOE00240,Electronics Accessories,22.17
72508,1,EVENT,2,GGOE00157,Office,5.87
72510,1,EVENT,2,GGOE00153,Office,16.11
72510,2,EVENT,3,GGOE00153,Office,16.11
72511,1,EVENT,2,GGOE00260,Electronics Accessories,8.51
72512,1,EVENT,2,GGOE00117,Bags,56.08
72515,1,EVENT,2,GGOE00347,Nest,105.79
72517,1,EVENT,2,GGOE00264,Electronics Accessories,41.07
72521,1,EVENT,2,GGOE00182,Lifestyle,83.08
72522,1,EVENT,2,GGOE00331,Headgear,32.69
72523,1,EVENT,2,GGOE00149,Office,7.02
72524,1,EVENT,2,GGOE00353,Nest,264.12
72531,1,EVENT,2,GGOE00200,Lifestyle,58.08
72533,1,EVENT,2,GGOE00263,Electronics Accessories,6.41
72537,1,EVENT,2,GGOE00102,Bags,67.61
72542,1,EVENT,2,GGOE00217,Lifestyle,70.88
72544,1,EVENT,2,GGOE00044,Apparel,42.71
72548,1,EVENT,2,GGOE00154,Office,24.32
72550,1,EVENT,2,GGOE00336,Nest,57.14
72552,1,EVENT,2,GGOE00269,Electronics Accessories,10.86
72555,1,EVENT,2,GGOE00044,Apparel,42.71
72557,1,EVENT,2,GGOE00059,Drinkware,19.75
72558,1,EVENT,2,GGOE00334,Nest,65.9
72561,1,EVENT,2,GGOE00116,Bags,25.04
72562,1,EVENT,2,GGOE00171,Office,16.25
72563,1,EVENT,2,GGOE00105,Bags,74.93
72564,1,EVENT,2,GGOE00307,Headgear,22.64
72565,1,EVENT,2,GGOE00036,Apparel,29.74
72565,2,EVENT,3,GGOE00036,Apparel,29.74
72565,3,EVENT,5,GGOE00036,Apparel,29.74
72565,4,EVENT,6,GGOE00036,Apparel,29.74
72566,1,EVENT,2,GGOE00087,Drinkware,14.41
72569,1,EVENT,2,GGOE00044,Apparel,42.71
72571,1,EVENT,2,GGOE00337,Nest,127.45
72573,1,EVENT,2,GGOE00288,Headgear,12.98
72576,1,EVENT,2,GGOE00158,Office,2.22
72577,1,EVENT,2,GGOE00323,Headgear,10.48
72577,2,EVENT,3,GGOE00323,Headgear,10.48
72577,3,EVENT,5,GGOE00323,Headgear,10.48
72577,4,EVENT,6,GGOE00323,Headgear,10.48
72579,1,EVENT,2,GGOE00105,Bags,74.93
72581,1,EVENT,2,GGOE00192,Lifestyle,21.61
72582,1,EVENT,2,GGOE00140,Bags,73.87
72583,1,EVENT,2,GGOE00182,Lifestyle,83.08
72584,1,EVENT,2,GGOE00099,Bags,116.39
72586,1,EVENT,2,GGOE00260,Electronics Accessories,8.51
72587,1,EVENT,2,GGOE00239,Electronics Accessories,13.62
72588,1,EVENT,2,GGOE00187,Lifestyle,28.38
72590,1,EVENT,2,GGOE00342,Nest,297.84
72591,1,EVENT,2,GGOE00001,Apparel,55.07
72593,1,EVENT,2,GGOE00358,Nest,180.73
72593,2,EVENT,3,GGOE00358,Nest,180.73
72593,3,EVENT,5,GGOE00358,Nest,180.73
72596,1,EVENT,2,GGOE00136,Bags,66.71
72599,1,EVENT,2,GGOE00310,Headgear,27.48
72601,1,EVENT,2,GGOE00089,Drinkware,10.99
72607,1,EVENT,2,GGOE00251,Electronics Accessories,13.39
72608,1,EVENT,2,GGOE00264,Electronics Accessories,41.07
72610,1,EVENT,2,GGOE00275,Electronics Accessories,33.55
72612,1,EVENT,2,GGOE00207,Lifestyle,12.16
72612,2,EVENT,3,GGOE00207,Lifestyle,12.16
72612,3,EVENT,5,GGOE00207,Lifestyle,12.16
72617,1,EVENT,2,GGOE00305,Headgear,8.9
72619,1,EVENT,2,GGOE00172,Office,5.41
72620,1,EVENT,2,GGOE00089,Drinkware,10.99
72621,1,EVENT,2,GGOE00294,Headgear,30.76
72623,1,EVENT,2,GGOE00152,Office,18.21
72627,1,EVENT,2,GGOE00314,Headgear,18.46
72628,1,EVENT,2,GGOE00329,Headgear,28.26
72630,1,EVENT,2,GGOE00123,Bags,89.84
72632,1,EVENT,2,GGOE00302,Headgear,20.01
72633,1,EVENT,2,GGOE00048,Apparel,36.37
72639,1,EVENT,2,GGOE00211,Lifestyle,59.38
72641,1,EVENT,2,GGOE00023,Apparel,14.11
72642,1,EVENT,2,GGOE00293,Headgear,33.36
72646,1,EVENT,2,GGOE00067,Drinkware,7.42
72648,1,EVENT,2,GGOE00232,Electronics Accessories,9.78
72649,1,EVENT,2,GGOE00009,Apparel,34.46
72650,1,EVENT,2,GGOE00209,Lifestyle,34.08
72651,1,EVENT,2,GGOE00089,Drinkware,10.99
72653,1,EVENT,2,GGOE00136,Bags,66.71
72655,1,EVENT,2,GGOE00161,Office,21.16
72656,1,EVENT,2,GGOE00302,Headgear,20.01
72660,1,EVENT,2,GGOE00149,Office,7.02
72664,1,EVENT,2,GGOE00324,Headgear,34.67
72666,1,EVENT,2,GGOE00046,Apparel,16.39
72674,1,EVENT,2,GGOE00168,Office,24.07
72677,1,EVENT,2,GGOE00266,Electronics Accessories,15.87
72678,1,EVENT,2,GGOE00061,Drinkware,20.95
72679,1,EVENT,2,GGOE00213,Lifestyle,33.73
72682,1,EVENT,2,GGOE00321,Headgear,32.86
72683,1,EVENT,2,GGOE00104,Bags,47.86
72685,1,EVENT,2,GGOE00267,Electronics Accessories,37.98
72686,1,EVENT,2,GGOE00316,Headgear,28.53
72687,1,EVENT,2,GGOE00110,Bags,110.01
72689,1,EVENT,2,GGOE00004,Apparel,26.41
72689,2,EVENT,3,GGOE00004,Apparel,26.41
72691,1,EVENT,2,GGOE00171,Office,16.25
72692,1,EVENT,2,GGOE00321,Headgear,32.86
72693,1,EVENT,2,GGOE00319,Headgear,27.24
72694,1,EVENT,2,GGOE00348,Nest,80.23
72696,1,EVENT,2,GGOE00355,Nest,94.93
72697,1,EVENT,2,GGOE00103,Bags,106.01
72698,1,EVENT,2,GGOE00292,Headgear,34.91
72699,1,EVENT,2,GGOE00039,Apparel,19.41
72701,1,EVENT,2,GGOE00312,Headgear,30.43
72702,1,EVENT,2,GGOE00214,Lifestyle,78.75
72706,1,EVENT,2,GGOE00341,Nest,63.19
72707,1,EVENT,2,GGOE00341,Nest,63.19
72708,1,EVENT,2,GGOE00176,Office,20.57
72712,1,EVENT,2,GGOE00352,Nest,93.08
72715,1,EVENT,2,GGOE00276,Electronics Accessories,35.61
72716,1,EVENT,2,GGOE00229,Lifestyle,67.21
72718,1,EVENT,2,GGOE00046,Apparel,16.39
72721,1,EVENT,2,GGOE00222,Lifestyle,57.97
72722,1,EVENT,2,GGOE00341,Nest,63.19
72722,2,EVENT,3,GGOE00341,Nest,63.19
72726,1,EVENT,2,GGOE00200,Lifestyle,58.08
72728,1,EVENT,2,GGOE00158,Office,2.22
72729,1,EVENT,2,GGOE00160,Office,22.97
72730,1,EVENT,2,GGOE00321,Headgear,32.86
72731,1,EVENT,2,GGOE00223,Lifestyle,15.89
72734,1,EVENT,2,GGOE00044,Apparel,42.71
72738,1,EVENT,2,GGOE00189,Lifestyle,54.5
72738,2,EVENT,3,GGOE00189,Lifestyle,54.5
72738,3,EVENT,5,GGOE00189,Lifestyle,54.5
72741,1,EVENT,2,GGOE00221,Lifestyle,60.38
72742,1,EVENT,2,GGOE00355,Nest,94.93
72743,1,EVENT,2,GGOE00154,Office,24.32
72744,1,EVENT,2,GGOE00105,Bags,74.93
72745,1,EVENT,2,GGOE00168,Office,24.07
72748,1,EVENT,2,GGOE00178,Office,3.72
72749,1,EVENT,2,GGOE00104,Bags,47.86
72752,1,EVENT,2,GGOE00280,Electronics Accessories,5.7
72754,1,EVENT,2,GGOE00128,Bags,48.07
72754,2,EVENT,3,GGOE00128,Bags,48.07
72754,3,EVENT,5,GGOE00128,Bags,48.07
72754,4,EVENT,6,GGOE00128,Bags,48.07
72762,1,EVENT,2,GGOE00169,Office,12.18
72767,1,EVENT,2,GGOE00240,Electronics Accessories,22.17
72770,1,EVENT,2,GGOE00221,Lifestyle,60.38
72773,1,EVENT,2,GGOE00078,Drinkware,19.24
72776,1,EVENT,2,GGOE00225,Lifestyle,59.82
72778,1,EVENT,2,GGOE00119,Bags,11.57
72780,1,EVENT,2,GGOE00037,Apparel,12.18
72782,1,EVENT,2,GGOE00286,Headgear,32.21
72786,1,EVENT,2,GGOE00313,Headgear,32.83
72788,1,EVENT,2,GGOE00247,Electronics Accessories,18.83
72790,1,EVENT,2,GGOE00061,Drinkware,20.95
72792,1,EVENT,2,GGOE00050,Apparel,29.34
72793,1,EVENT,2,GGOE00006,Apparel,12.25
72796,1,EVENT,2,GGOE00011,Apparel,25.36
72805,1,EVENT,2,GGOE00177,Office,18.52
72806,1,EVENT,2,GGOE00020,Apparel,22.33
72807,1,EVENT,2,GGOE00114,Bags,92.83
72808,1,EVENT,2,GGOE00288,Headgear,12.98
72812,1,EVENT,2,GGOE00060,Drinkware,20.13
72813,1,EVENT,2,GGOE00109,Bags,94.18
72814,1,EVENT,2,GGOE00234,Electronics Accessories,30.33
72815,1,EVENT,2,GGOE00152,Office,18.21
72818,1,EVENT,2,GGOE00329,Headgear,28.26
72819,1,EVENT,2,GGOE00078,Drinkware,19.24
72820,1,EVENT,2,GGOE00075,Drinkware,26.13
72823,1,EVENT,2,GGOE00288,Headgear,12.98
72825,1,EVENT,2,GGOE00358,Nest,180.73
72830,1,EVENT,2,GGOE00230,Lifestyle,79.12
72832,1,EVENT,2,GGOE00096,Drinkware,5.63
72834,1,EVENT,2,GGOE00342,Nest,297.84
72835,1,EVENT,2,GGOE00073,Drinkware,21.56
72839,1,EVENT,2,GGOE00320,Headgear,30.28
72843,1,EVENT,2,GGOE00064,Drinkware,16.01
72844,1,EVENT,2,GGOE00307,Headgear,22.64
72846,1,EVENT,2,GGOE00154,Office,24.32
72846,2,EVENT,3,GGOE00154,Office,24.32
72848,1,EVENT,2,GGOE00027,Apparel,56.02
72849,1,EVENT,2,GGOE00012,Apparel,24.23
72850,1,EVENT,2,GGOE00037,Apparel,12.18
72855,1,EVENT,2,GGOE00216,Lifestyle,18.59
72858,1,EVENT,2,GGOE00059,Drinkware,19.75
72860,1,EVENT,2,GGOE00048,Apparel,36.37
72860,2,EVENT,3,GGOE00048,Apparel,36.37
72860,3,EVENT,5,GGOE00048,Apparel,36.37
72866,1,EVENT,2,GGOE00349,Nest,57.26
72867,1,EVENT,2,GGOE00040,Apparel,24.84
72867,2,EVENT,3,GGOE00040,Apparel,24.84
72867,3,EVENT,5,GGOE00040,Apparel,24.84
72868,1,EVENT,2,GGOE00191,Lifestyle,56.41
72868,2,EVENT,3,GGOE00191,Lifestyle,56.41
72868,3,EVENT,5,GGOE00191,Lifestyle,56.41
72870,1,EVENT,2,GGOE00022,Apparel,41.4
72873,1,EVENT,2,GGOE00333,Nest,241.28
72874,1,EVENT,2,GGOE00141,Bags,56.93
72877,1,EVENT,2,GGOE00153,Office,16.11
72879,1,EVENT,2,GGOE00306,Headgear,30.8
72884,1,EVENT,2,GGOE00156,Office,10.56
72886,1,EVENT,2,GGOE00011,Apparel,25.36
72887,1,EVENT,2,GGOE00154,Office,24.32
72888,1,EVENT,2,GGOE00221,Lifestyle,60.38
72889,1,EVENT,2,GGOE00202,Lifestyle,55.1
72891,1,EVENT,2,GGOE00057,Drinkware,14.49
72896,1,EVENT,2,GGOE00303,Headgear,18.21
72901,1,EVENT,2,GGOE00100,Bags,82.35
72904,1,EVENT,2,GGOE00194,Lifestyle,9.73
72905,1,EVENT,2,GGOE00096,Drinkware,5.63
72906,1,EVENT,2,GGOE00309,Headgear,22.8
72906,2,EVENT,3,GGOE00309,Headgear,22.8
72907,1,EVENT,2,GGOE00329,Headgear,28.26
72908,1,EVENT,2,GGOE00032,Apparel,12.57
72913,1,EVENT,2,GGOE00217,Lifestyle,70.88
72914,1,EVENT,2,GGOE00027,Apparel,56.02
72916,1,EVENT,2,GGOE00280,Electronics Accessories,5.7
72917,1,EVENT,2,GGOE00240,Electronics Accessories,22.17
72919,1,EVENT,2,GGOE00176,Office,20.57
72920,1,EVENT,2,GGOE00225,Lifestyle,59.82
72921,1,EVENT,2,GGOE00114,Bags,92.83
72923,1,EVENT,2,GGOE00230,Lifestyle,79.12
72924,1,EVENT,2,GGOE00115,Bags,99.16
72925,1,EVENT,2,GGOE00081,Drinkware,28.2
72929,1,EVENT,2,GGOE00309,Headgear,22.8
72931,1,EVENT,2,GGOE00133,Bags,114.72
72934,1,EVENT,2,GGOE00136,Bags,66.71
72936,1,EVENT,2,GGOE00120,Bags,79.13
72937,1,EVENT,2,GGOE00044,Apparel,42.71
72939,1,EVENT,2,GGOE00196,Lifestyle,84.94
72940,1,EVENT,2,GGOE00011,Apparel,25.36
72942,1,EVENT,2,GGOE00266,Electronics Accessories,15.87
72945,1,EVENT,2,GGOE00242,Electronics Accessories,7.25
72946,1,EVENT,2,GGOE00144,Office,23.15
72947,1,EVENT,2,GGOE00069,Drinkware,10.38
72949,1,EVENT,2,GGOE00347,Nest,105.79
72951,1,EVENT,2,GGOE00037,Apparel,12.18
72957,1,EVENT,2,GGOE00327,Headgear,23.52
72959,1,EVENT,2,GGOE00094,Drinkware,13.05
72961,1,EVENT,2,GGOE00205,Lifestyle,86.73
72962,1,EVENT,2,GGOE00214,Lifestyle,78.75
72965,1,EVENT,2,GGOE00004,Apparel,26.41
72968,1,EVENT,2,GGOE00058,Drinkware,29.47
72977,1,EVENT,2,GGOE00197,Lifestyle,52.15
72978,1,EVENT,2,GGOE00020,Apparel,22.33
72981,1,EVENT,2,GGOE00259,Electronics Accessories,35.05
72983,1,EVENT,2,GGOE00067,Drinkware,7.42
72985,1,EVENT,2,GGOE00024,Apparel,13.71
72986,1,EVENT,2,GGOE00013,Apparel,33.36
72987,1,EVENT,2,GGOE00199,Lifestyle,61.96
72989,1,EVENT,2,GGOE00358,Nest,180.73
72990,1,EVENT,2,GGOE00024,Apparel,13.71
72992,1,EVENT,2,GGOE00113,Bags,10.57
72993,1,EVENT,2,GGOE00293,Headgear,33.36
72994,1,EVENT,2,GGOE00212,Lifestyle,73.39
72996,1,EVENT,2,GGOE00098,Bags,23.52
72997,1,EVENT,2,GGOE00341,Nest,63.19
73001,1,EVENT,2,GGOE00167,Office,8.36
73002,1,EVENT,2,GGOE00029,Apparel,36.68
73004,1,EVENT,2,GGOE00213,Lifestyle,33.73
73004,2,EVENT,3,GGOE00213,Lifestyle,33.73
73004,3,EVENT,5,GGOE00213,Lifestyle,33.73
73004,4,EVENT,6,GGOE00213,Lifestyle,33.73
73007,1,EVENT,2,GGOE00073,Drinkware,21.56
73008,1,EVENT,2,GGOE00204,Lifestyle,73.74
73009,1,EVENT,2,GGOE00060,Drinkware,20.13
73011,1,EVENT,2,GGOE00159,Office,6.11
73012,1,EVENT,2,GGOE00056,Drinkware,25.41
73015,1,EVENT,2,GGOE00306,Headgear,30.8
73017,1,EVENT,2,GGOE00050,Apparel,29.34
73018,1,EVENT,2,GGOE00180,Lifestyle,79.97
73021,1,EVENT,2,GGOE00024,Apparel,13.71
73022,1,EVENT,2,GGOE00339,Nest,228.94
73023,1,EVENT,2,GGOE00102,Bags,67.61
73023,2,EVENT,3,GGOE00102,Bags,67.61
73023,3,EVENT,5,GGOE00102,Bags,67.61
73024,1,EVENT,2,GGOE00218,Lifestyle,80.37
73029,1,EVENT,2,GGOE00270,Electronics Accessories,21.26
73030,1,EVENT,2,GGOE00137,Bags,67.33
73034,1,EVENT,2,GGOE00233,Electronics Accessories,4.12
73034,2,EVENT,3,GGOE00233,Electronics Accessories,4.12
73034,3,EVENT,5,GGOE00233,Electronics Accessories,4.12
73038,1,EVENT,2,GGOE00180,Lifestyle,79.97
73039,1,EVENT,2,GGOE00028,Apparel,42.2
73042,1,EVENT,2,GGOE00022,Apparel,41.4
73044,1,EVENT,2,GGOE00209,Lifestyle,34.08
73045,1,EVENT,2,GGOE00003,Apparel,22.81
73047,1,EVENT,2,GGOE00252,Electronics Accessories,16.85
73049,1,EVENT,2,GGOE00321,Headgear,32.86
73050,1,EVENT,2,GGOE00100,Bags,82.35
73051,1,EVENT,2,GGOE00147,Office,13.47
73052,1,EVENT,2,GGOE00001,Apparel,55.07
73053,1,EVENT,2,GGOE00177,Office,18.52
73055,1,EVENT,2,GGOE00347,Nest,105.79
73056,1,EVENT,2,GGOE00169,Office,12.18
73060,1,EVENT,2,GGOE00038,Apparel,51.84
73061,1,EVENT,2,GGOE00223,Lifestyle,15.89
73062,1,EVENT,2,GGOE00337,Nest,127.45
73063,1,EVENT,2,GGOE00305,Headgear,8.9
73064,1,EVENT,2,GGOE00210,Lifestyle,17.24
73068,1,EVENT,2,GGOE00051,Apparel,40.71
73070,1,EVENT,2,GGOE00003,Apparel,22.81
73072,1,EVENT,2,GGOE00024,Apparel,13.71
73075,1,EVENT,2,GGOE00098,Bags,23.52
73078,1,EVENT,2,GGOE00138,Bags,108.62
73083,1,EVENT,2,GGOE00264,Electronics Accessories,41.07
73084,1,EVENT,2,GGOE00241,Electronics Accessories,30.6
73084,2,EVENT,3,GGOE00241,Electronics Accessories,30.6
73084,3,EVENT,5,GGOE00241,Electronics Accessories,30.6
73084,4,EVENT,6,GGOE00241,Electronics Accessories,30.6
73091,1,EVENT,2,GGOE00229,Lifestyle,67.21
73093,1,EVENT,2,GGOE00066,Drinkware,15.06
73095,1,EVENT,2,GGOE00218,Lifestyle,80.37
73098,1,EVENT,2,GGOE00251,Electronics Accessories,13.39
73102,1,EVENT,2,GGOE00352,Nest,93.08
73103,1,EVENT,2,GGOE00190,Lifestyle,11.2
73104,1,EVENT,2,GGOE00061,Drinkware,20.95
73106,1,EVENT,2,GGOE00062,Drinkware,21.91
73108,1,EVENT,2,GGOE00347,Nest,105.79
73110,1,EVENT,2,GGOE00123,Bags,89.84
73111,1,EVENT,2,GGOE00317,Headgear,34.81
73112,1,EVENT,2,GGOE00001,Apparel,55.07
73114,1,EVENT,2,GGOE00213,Lifestyle,33.73
73115,1,EVENT,2,GGOE00280,Electronics Accessories,5.7
73116,1,EVENT,2,GGOE00087,Drinkware,14.41
73117,1,EVENT,2,GGOE00135,Bags,117.84
73117,2,EVENT,3,GGOE00135,Bags,117.84
73117,3,EVENT,5,GGOE00135,Bags,117.84
73120,1,EVENT,2,GGOE00204,Lifestyle,73.74
73121,1,EVENT,2,GGOE00142,Bags,106.6
73122,1,EVENT,2,GGOE00158,Office,2.22
73122,2,EVENT,3,GGOE00158,Office,2.22
73122,3,EVENT,5,GGOE00158,Office,2.22
73123,1,EVENT,2,GGOE00190,Lifestyle,11.2
73123,2,EVENT,3,GGOE00190,Lifestyle,11.2
73124,1,EVENT,2,GGOE00127,Bags,29.73
73126,1,EVENT,2,GGOE00323,Headgear,10.48
73128,1,EVENT,2,GGOE00094,Drinkware,13.05
73129,1,EVENT,2,GGOE00167,Office,8.36
73130,1,EVENT,2,GGOE00156,Office,10.56
73130,2,EVENT,3,GGOE00156,Office,10.56
73131,1,EVENT,2,GGOE00177,Office,18.52
73133,1,EVENT,2,GGOE00002,Apparel,49.23
73134,1,EVENT,2,GGOE00006,Apparel,12.25
73135,1,EVENT,2,GGOE00308,Headgear,18.46
73137,1,EVENT,2,GGOE00222,Lifestyle,57.97
73140,1,EVENT,2,GGOE00131,Bags,47.41
73141,1,EVENT,2,GGOE00077,Drinkware,27.6
73142,1,EVENT,2,GGOE00114,Bags,92.83
73143,1,EVENT,2,GGOE00311,Headgear,18.3
73144,1,EVENT,2,GGOE00239,Electronics Accessories,13.62
73144,2,EVENT,3,GGOE00239,Electronics Accessories,13.62
73144,3,EVENT,5,GGOE00239,Electronics Accessories,13.62
73144,4,EVENT,6,GGOE00239,Electronics Accessories,13.62
73145,1,EVENT,2,GGOE00121,Bags,97.23
73147,1,EVENT,2,GGOE00245,Electronics Accessories,30.82
73154,1,EVENT,2,GGOE00080,Drinkware,9.81
73155,1,EVENT,2,GGOE00201,Lifestyle,23.68
73157,1,EVENT,2,GGOE00027,Apparel,56.02
73163,1,EVENT,2,GGOE00019,Apparel,59.47
73164,1,EVENT,2,GGOE00209,Lifestyle,34.08
73165,1,EVENT,2,GGOE00219,Lifestyle,24.18
73166,1,EVENT,2,GGOE00100,Bags,82.35
73168,1,EVENT,2,GGOE00035,Apparel,21.63
73172,1,EVENT,2,GGOE00071,Drinkware,12.51
73173,1,EVENT,2,GGOE00145,Office,2.65
73176,1,EVENT,2,GGOE00167,Office,8.36
73177,1,EVENT,2,GGOE00247,Electronics Accessories,18.83
73178,1,EVENT,2,GGOE00202,Lifestyle,55.1
73179,1,EVENT,2,GGOE00237,Electronics Accessories,42.68
73180,1,EVENT,2,GGOE00258,Electronics Accessories,6.26
73182,1,EVENT,2,GGOE00275,Electronics Accessories,33.55
73184,1,EVENT,2,GGOE00333,Nest,241.28
73186,1,EVENT,2,GGOE00272,Electronics Accessories,18.77
73189,1,EVENT,2,GGOE00065,Drinkware,10.99
73189,2,EVENT,3,GGOE00065,Drinkware,10.99
73189,3,EVENT,5,GGOE00065,Drinkware,10.99
73189,4,EVENT,6,GGOE00065,Drinkware,10.99
73194,1,EVENT,2,GGOE00198,Lifestyle,74.55
73195,1,EVENT,2,GGOE00028,Apparel,42.2
73197,1,EVENT,2,GGOE00247,Electronics Accessories,18.83
73202,1,EVENT,2,GGOE00198,Lifestyle,74.55
73205,1,EVENT,2,GGOE00077,Drinkware,27.6
73205,2,EVENT,3,GGOE00077,Drinkware,27.6
73207,1,EVENT,2,GGOE00178,Office,3.72
73210,1,EVENT,2,GGOE00226,Lifestyle,75.56
73214,1,EVENT,2,GGOE00179,Lifestyle,73.77
73215,1,EVENT,2,GGOE00062,Drinkware,21.91
73217,1,EVENT,2,GGOE00189,Lifestyle,54.5
73219,1,EVENT,2,GGOE00317,Headgear,34.81
73220,1,EVENT,2,GGOE00311,Headgear,18.3
73220,2,EVENT,3,GGOE00311,Headgear,18.3
73220,3,EVENT,5,GGOE00311,Headgear,18.3
73220,4,EVENT,6,GGOE00311,Headgear,18.3
73221,1,EVENT,2,GGOE00068,Drinkware,29.2
73222,1,EVENT,2,GGOE00012,Apparel,24.23
73226,1,EVENT,2,GGOE00339,Nest,228.94
73227,1,EVENT,2,GGOE00175,Office,19.34
73228,1,EVENT,2,GGOE00066,Drinkware,15.06
73230,1,EVENT,2,GGOE00258,Electronics Accessories,6.26
73233,1,EVENT,2,GGOE00008,Apparel,50.26
73237,1,EVENT,2,GGOE00145,Office,2.65
73238,1,EVENT,2,GGOE00169,Office,12.18
73241,1,EVENT,2,GGOE00124,Bags,34.91
73244,1,EVENT,2,GGOE00125,Bags,31.84
73250,1,EVENT,2,GGOE00057,Drinkware,14.49
73251,1,EVENT,2,GGOE00259,Electronics Accessories,35.05
73254,1,EVENT,2,GGOE00083,Drinkware,9.51
73255,1,EVENT,2,GGOE00329,Headgear,28.26
73255,2,EVENT,3,GGOE00329,Headgear,28.26
73256,1,EVENT,2,GGOE00170,Office,16.07
73256,2,EVENT,3,GGOE00170,Office,16.07
73257,1,EVENT,2,GGOE00140,Bags,73.87
73258,1,EVENT,2,GGOE00232,Electronics Accessories,9.78
73261,1,EVENT,2,GGOE00121,Bags,97.23
73263,1,EVENT,2,GGOE00148,Office,23.82
73263,2,EVENT,3,GGOE00148,Office,23.82
73263,3,EVENT,5,GGOE00148,Office,23.82
73264,1,EVENT,2,GGOE00279,Electronics Accessories,18.57
73267,1,EVENT,2,GGOE00025,Apparel,36.71
73268,1,EVENT,2,GGOE00089,Drinkware,10.99
73273,1,EVENT,2,GGOE00168,Office,24.07
73277,1,EVENT,2,GGOE00127,Bags,29.73
73279,1,EVENT,2,GGOE00198,Lifestyle,74.55
73280,1,EVENT,2,GGOE00067,Drinkware,7.42
73280,2,EVENT,3,GGOE00067,Drinkware,7.42
73280,3,EVENT,5,GGOE00067,Drinkware,7.42
73281,1,EVENT,2,GGOE00139,Bags,91.7
73283,1,EVENT,2,GGOE00012,Apparel,24.23
73284,1,EVENT,2,GGOE00080,Drinkware,9.81
73287,1,EVENT,2,GGOE00090,Drinkware,5.95
